DataCategory,DataType,Organization,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
SUMMARY,REGULATORY,,CODWR,2010,1,South Platte - South Platte - Greeley to Balzac,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,10,Arkansas - Fountain Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,11,Arkansas - Arkansas - Headwaters to Salida,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,12,Arkansas - Arkansas - Salida to Portland,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,13,Arkansas - Wet Mountain Valley,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,14,Arkansas - Arkansas - Portland to Fowler,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,15,Arkansas - Saint Charles,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,16,Arkansas - Cucharas River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,17,Arkansas - Arkansas - Fowler to Las Animas,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,18,Arkansas - Apishapa River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,19,Arkansas - Purgatoire River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,2,South Platte - South Platte - Denver Gage to Greeley,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,20,Rio Grande - Rio Grande,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,21,Rio Grande - Alamosa La Jara,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,22,Rio Grande - Conejos River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,23,South Platte - Upper South Platte,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,24,Rio Grande - Culebra Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,25,Rio Grande - San Luis Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,26,Rio Grande - Saguache Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,27,Rio Grande - Canero Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,28,Gunnison - Tomichi Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,29,San Juan/Dolores - San Juan River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,3,South Platte - Cache La Poudre River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,30,San Juan/Dolores - Animas/Florida Rivers,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,31,San Juan/Dolores - Los Pinos/Pine Rivers,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,32,San Juan/Dolores - McElmo Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,33,San Juan/Dolores - La Plata River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,34,San Juan/Dolores - Mancos River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,35,Rio Grande - Trinchera Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,36,Colorado - Blue River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,37,Colorado - Eagle River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,38,Colorado - Roaring Fork River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,39,Colorado - Rifle/Elk/Parachute Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,4,South Platte - Big Thompson River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,40,Gunnison - North Fork Tribs,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,41,Gunnison - Lower Uncompahgre River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,42,Gunnison - Lower Gunnison River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,43,Yampa - White River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,44,Yampa - Lower Yampa River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,45,Colorado - Divide Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,46,San Juan/Dolores - Navajo Reservoir/Sambrito Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,47,Yampa - North Platte River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,48,South Platte - Laramie River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,49,South Platte - Republican River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,5,South Platte - St. Vrain Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,50,Colorado - Muddy/Troublesome Creeks,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,51,Colorado - Upper Colorado/Fraser Rivers,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,52,Colorado - Piney/Cottonweed Creeks,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,53,Colorado - Tribs North of Colorado River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,54,Yampa - Slater/Timberlake Creeks,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,55,Yampa - Little Snake River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,56,Yampa - Green River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,57,Yampa - Middle Yampa River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,58,Yampa - Upper Yampa River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,59,Gunnison - East River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,6,South Platte - Boulder Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,60,Gunnison - San Miguel River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,61,Gunnison - Paradox Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,62,Gunnison - Upper Gunnison River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,63,Gunnison - Dolores River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,64,South Platte - South Platte - Balzac to Stateline,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,66,Arkansas - Cimarron River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,67,Arkansas - Arkansas - Las Animas to Stateline,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,68,Gunnison - Upper Uncompahgre River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,69,San Juan/Dolores - Disappointment Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,7,South Platte - Clear Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,70,Colorado - Roan Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,71,San Juan/Dolores - Dolores River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,72,Colorado - Lower Colorado River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,73,Gunnison - Little Dolores River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,76,South Platte - Sand Creek,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,77,San Juan/Dolores - Navajo River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,78,San Juan/Dolores - Piedra River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,79,Arkansas - Huerfano River,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,8,South Platte - South Platte - Cheesman to Denver Gage,42,http://www.westernstateswater.org/Colorado
SUMMARY,REGULATORY,,CODWR,2010,80,South Platte - North Fork of South Platte,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,1,South Platte - South Platte - Greeley to Balzac,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,10,Arkansas - Fountain Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,11,Arkansas - Arkansas - Headwaters to Salida,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,12,Arkansas - Arkansas - Salida to Portland,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,13,Arkansas - Wet Mountain Valley,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,14,Arkansas - Arkansas - Portland to Fowler,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,15,Arkansas - Saint Charles,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,16,Arkansas - Cucharas River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,17,Arkansas - Arkansas - Fowler to Las Animas,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,18,Arkansas - Apishapa River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,19,Arkansas - Purgatoire River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,2,South Platte - South Platte - Denver Gage to Greeley,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,20,Rio Grande - Rio Grande,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,21,Rio Grande - Alamosa La Jara,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,22,Rio Grande - Conejos River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,23,South Platte - Upper South Platte,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,24,Rio Grande - Culebra Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,25,Rio Grande - San Luis Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,26,Rio Grande - Saguache Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,27,Rio Grande - Canero Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,28,Gunnison - Tomichi Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,29,San Juan/Dolores - San Juan River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,3,South Platte - Cache La Poudre River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,30,San Juan/Dolores - Animas/Florida Rivers,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,31,San Juan/Dolores - Los Pinos/Pine Rivers,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,32,San Juan/Dolores - McElmo Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,33,San Juan/Dolores - La Plata River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,34,San Juan/Dolores - Mancos River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,35,Rio Grande - Trinchera Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,36,Colorado - Blue River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,37,Colorado - Eagle River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,38,Colorado - Roaring Fork River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,39,Colorado - Rifle/Elk/Parachute Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,4,South Platte - Big Thompson River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,40,Gunnison - North Fork Tribs,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,41,Gunnison - Lower Uncompahgre River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,42,Gunnison - Lower Gunnison River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,43,Yampa - White River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,44,Yampa - Lower Yampa River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,45,Colorado - Divide Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,46,San Juan/Dolores - Navajo Reservoir/Sambrito Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,47,Yampa - North Platte River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,48,South Platte - Laramie River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,49,South Platte - Republican River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,5,South Platte - St. Vrain Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,50,Colorado - Muddy/Troublesome Creeks,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,51,Colorado - Upper Colorado/Fraser Rivers,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,52,Colorado - Piney/Cottonweed Creeks,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,53,Colorado - Tribs North of Colorado River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,54,Yampa - Slater/Timberlake Creeks,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,55,Yampa - Little Snake River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,56,Yampa - Green River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,57,Yampa - Middle Yampa River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,58,Yampa - Upper Yampa River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,59,Gunnison - East River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,6,South Platte - Boulder Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,60,Gunnison - San Miguel River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,61,Gunnison - Paradox Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,62,Gunnison - Upper Gunnison River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,63,Gunnison - Dolores River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,64,South Platte - South Platte - Balzac to Stateline,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,65,South Platte - Arikaree River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,66,Arkansas - Cimarron River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,67,Arkansas - Arkansas - Las Animas to Stateline,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,68,Gunnison - Upper Uncompahgre River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,69,San Juan/Dolores - Disappointment Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,7,South Platte - Clear Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,70,Colorado - Roan Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,71,San Juan/Dolores - Dolores River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,72,Colorado - Lower Colorado River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,73,Gunnison - Little Dolores River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,76,South Platte - Sand Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,77,San Juan/Dolores - Navajo River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,78,San Juan/Dolores - Piedra River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,79,Arkansas - Huerfano River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,8,South Platte - South Platte - Cheesman to Denver Gage,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,80,South Platte - North Fork of South Platte,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2010,9,South Platte - Bear Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,1,South Platte - South Platte - Greeley to Balzac,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,10,Arkansas - Fountain Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,11,Arkansas - Arkansas - Headwaters to Salida,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,12,Arkansas - Arkansas - Salida to Portland,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,13,Arkansas - Wet Mountain Valley,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,14,Arkansas - Arkansas - Portland to Fowler,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,15,Arkansas - Saint Charles,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,16,Arkansas - Cucharas River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,17,Arkansas - Arkansas - Fowler to Las Animas,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,18,Arkansas - Apishapa River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,19,Arkansas - Purgatoire River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,2,South Platte - South Platte - Denver Gage to Greeley,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,20,Rio Grande - Rio Grande,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,21,Rio Grande - Alamosa La Jara,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,22,Rio Grande - Conejos River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,23,South Platte - Upper South Platte,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,24,Rio Grande - Culebra Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,25,Rio Grande - San Luis Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,26,Rio Grande - Saguache Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,27,Rio Grande - Canero Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,28,Gunnison - Tomichi Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,29,San Juan/Dolores - San Juan River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,3,South Platte - Cache La Poudre River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,30,San Juan/Dolores - Animas/Florida Rivers,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,31,San Juan/Dolores - Los Pinos/Pine Rivers,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,32,San Juan/Dolores - McElmo Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,33,San Juan/Dolores - La Plata River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,34,San Juan/Dolores - Mancos River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,35,Rio Grande - Trinchera Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,36,Colorado - Blue River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,37,Colorado - Eagle River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,38,Colorado - Roaring Fork River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,39,Colorado - Rifle/Elk/Parachute Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,4,South Platte - Big Thompson River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,40,Gunnison - North Fork Tribs,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,41,Gunnison - Lower Uncompahgre River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,42,Gunnison - Lower Gunnison River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,43,Yampa - White River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,44,Yampa - Lower Yampa River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,45,Colorado - Divide Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,46,San Juan/Dolores - Navajo Reservoir/Sambrito Creek,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,47,Yampa - North Platte River,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2011,48,South Platte - Laramie River,42,http://www.westernstateswater.org/Colorado
