DataCategory,DataType,HUC,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
DETAIL,ALLOCATION,10150003,DENR,2013,10150003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170203,DENR,2007,10170203,Lower Big Sioux,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020105,DENR,2013,09020105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2010,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2010,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2014,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2015,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170201,DENR,2013,10170201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170202,DENR,2013,10170202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160004,DENR,2008,10160004,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2016,10130301,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2011,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2017,10130301,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2011,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2010,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020001,DENR,2009,07020001,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120109,DENR,2008,10120109,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2015,10130301,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150001,DENR,2009,10150001,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2010,10150006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130106,DENR,2008,10130106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2011,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2017,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120108,DENR,2009,10120108,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120112,DENR,2012,10120112,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140103,DENR,2013,10140103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2011,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120110,DENR,2012,10120110,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2016,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2007,10130301,North Fork Grand,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130205,DENR,2008,10130205,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2010,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2010,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140104,DENR,2014,10140104,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170203,DENR,2014,10170203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2007,10130304,South Fork Moreau,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140201,DENR,2009,10140201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110201,DENR,2013,10110201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140202,DENR,2014,10140202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120106,DENR,2014,10120106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140204,DENR,2011,10140204,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2008,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2015,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2007,10150006,Keya Paha,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2015,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160005,DENR,2013,10160005,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2014,10130105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2014,10160008,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2007,10120113,Cherry,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2016,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120203,DENR,2011,10120203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2017,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110202,DENR,2011,10110202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160009,DENR,2011,10160009,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150004,DENR,2013,10150004,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2017,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130102,DENR,2012,10130102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2016,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2014,10140102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2016,10150006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2015,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150003,DENR,2012,10150003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120107,DENR,2012,10120107,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2017,10150006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2014,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2014,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2010,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2008,10120111,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020105,DENR,2012,09020105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160006,DENR,2011,10160006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130306,DENR,2013,10130306,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2007,10170101,Lewis and Clark Lake,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160007,DENR,2009,10160007,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2016,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2007,10140101,Fort Randall Reservoir,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2015,10150006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2017,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2010,10130301,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160010,DENR,2011,10160010,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2007,10160008,Snake,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2014,10150006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2008,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2007,10130105,Lower Lake Oahe,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120110,DENR,2013,10120110,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120109,DENR,2011,10120109,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2017,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2017,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2016,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2016,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120112,DENR,2013,10120112,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2008,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130106,DENR,2011,10130106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140103,DENR,2012,10140103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2007,10140102,Bad,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160004,DENR,2011,10160004,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2008,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2008,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2015,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2015,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170201,DENR,2012,10170201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170202,DENR,2012,10170202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2014,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2015,10140102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2007,10170103,Lake Thompson,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2007,07020003,Lac Qui Parle,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170203,DENR,2010,10170203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2017,10130105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2016,10160008,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110201,DENR,2012,10110201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2017,10160008,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140202,DENR,2010,10140202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120106,DENR,2010,10120106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2016,10130105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170102,DENR,2009,10170102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2015,10160008,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2015,10130105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020101,DENR,2009,09020101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2014,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2014,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2016,10140102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140104,DENR,2010,10140104,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2017,10140102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130205,DENR,2011,10130205,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120109,DENR,2010,10120109,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140103,DENR,2009,10140103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150006,DENR,2008,10150006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130106,DENR,2010,10130106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2014,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120108,DENR,2013,10120108,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2017,10120111,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150001,DENR,2013,10150001,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2014,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2007,10130303,Grand,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2016,10120111,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020001,DENR,2013,07020001,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2014,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2015,10120111,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170201,DENR,2009,10170201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170202,DENR,2009,10170202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2014,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160004,DENR,2010,10160004,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120113,DENR,2008,10120113,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2017,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110201,DENR,2009,10110201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120106,DENR,2011,10120106,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140201,DENR,2013,10140201,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140202,DENR,2011,10140202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2007,10120111,Middle Cheyenne-Elk,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2016,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170203,DENR,2011,10170203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130205,DENR,2010,10130205,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140104,DENR,2011,10140104,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140101,DENR,2008,10140101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170101,DENR,2008,10170101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170102,DENR,2012,10170102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020101,DENR,2012,09020101,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2015,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2007,10120202,Lower Belle Fourche,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130303,DENR,2014,10130303,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2007,10140105,Crow,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140204,DENR,2010,10140204,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130105,DENR,2008,10130105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160008,DENR,2008,10160008,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130102,DENR,2009,10130102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160009,DENR,2010,10160009,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130305,DENR,2013,10130305,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120203,DENR,2010,10120203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2007,10160003,Upper James,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2007,10140203,Little White,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10110202,DENR,2010,10110202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130302,DENR,2013,10130302,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140102,DENR,2008,10140102,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130304,DENR,2011,10130304,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2016,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2017,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,09020105,DENR,2009,09020105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160006,DENR,2010,10160006,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10150003,DENR,2009,10150003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10170103,DENR,2008,10170103,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,07020003,DENR,2008,07020003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2015,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2016,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120111,DENR,2014,10120111,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2015,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120107,DENR,2009,10120107,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2017,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2016,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2016,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10120202,DENR,2015,10120202,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140203,DENR,2017,10140203,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10130301,DENR,2011,10130301,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160010,DENR,2010,10160010,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160003,DENR,2017,10160003,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10140105,DENR,2015,10140105,,45,http://www.westernstateswater.org/SouthDakota
DETAIL,ALLOCATION,10160007,DENR,2012,10160007,,45,http://www.westernstateswater.org/SouthDakota
